,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,number,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,team,weight,yahoo_id,years_exp
1735,True,29,,,1990-01-31,,Eastern Michigan,,,16560,15686,['LB'],Andy,Andy Mulumba,,#AndyMulumba-NFL-FA-49,"6'3""",,,,,Out,Mulumba,1518660302879,49,1735,OLB,,,9103,,andy,andymulumba,mulumba,9999999,nfl,0c44881a-1cb3-4e28-9cc7-5b602dc69927,,Inactive,,260,27355,6
4826,True,,,,,,Columbia,3,LT,3118180,19730,['OL'],Kendall,Kendall Pace,,#KendallPace-NFL-FA-66,"6'5""",,,,,Out,Pace,,66,4826,OT,,,12368,,kendall,kendallpace,pace,9999999,nfl,ba68c6e1-18d3-4f35-8cb0-d4398404a556,,Inactive,,304,30937,2
5580,True,23,,,1996-09-19,,None,3,LOLB,3127273,20411,['LB'],Frankie,Frankie Luvu,00-0034302,#FrankieLuvu-NFL-NYJ-50,"6'2""",,,,,,Luvu,1572620144826,50,5580,OLB,,,13159,,frankie,frankieluvu,luvu,849,nfl,717ebb17-f54f-4052-b9fb-af641a25ebe2,835933,Active,NYJ,242,31503,1
5986,True,23,,,1996-06-19,,Alabama,3,ROLB,3126362,20877,['LB'],Christian,Christian Miller, 00-0035257,#ChristianMiller-NFL-CAR-50,"6'3""",,,,,,Miller,1573071919281,50,5986,OLB,,,13762,14152,christian,christianmiller,miller,1581,nfl,6c1cd007-fea3-47bb-a8b1-4e4c040a2d94,,Active,CAR,247,31947,0
1258,True,30,,,1989-03-04,,Utah,,,15278,14645,['DL'],Derrick,Derrick Shelby,00-0029111,#DerrickShelby-NFL-FA-90,"6'3""",,,,,,Shelby,1543431333694,90,1258,DE,,,8470,8017,derrick,derrickshelby,shelby,9999999,nfl,86a412bb-7db6-4c6a-86b0-499afd326fd9,383524,Inactive,,270,26297,7
4369,True,25,,,1994-11-19,,Texas,,,3046702,19226,['OL'],Kent,Kent Perkins,00-0033345,#KentPerkins-NFL-FA-76,"6'5""",,,,,,Perkins,1565729707029,76,4369,OT,,,12482,,kent,kentperkins,perkins,9999999,nfl,6e480446-348b-430a-b2d0-dca65cbe9fb1,,Inactive,,321,30584,2
861,False,30,,,1987-09-14,,Grand Valley State,,,14226,12979,['OL'],Cameron,Cameron Bradfield,,#CameronBradfield-NFL-FA-78,"6'4""",,,,,,Bradfield,,78,861,OT,,,10029,,cameron,cameronbradfield,bradfield,9999999,nfl,69ad2b65-7d43-4915-a60c-151f3b26ebf3,,Inactive,,302,25109,5
2047,True,27,,,1992-01-22,,Washington,,,16989,16339,['DB'],Greg,Greg Ducre,,#GregDucre-NFL-FA-38,"5'10""",,,,,,Ducre,,38,2047,CB,,,10000,,greg,gregducre,ducre,9999999,nfl,1d3184b0-e438-40ff-a56e-5092693249c6,,Inactive,,183,27848,5
2128,True,28,,,1991-01-30,,Arkansas,,,16752,16465,['OL'],Travis,Travis Swanson,00-0031284,#TravisSwanson-NFL-FA-66,"6'5""",,,,,,Swanson,1558209925823,66,2128,C,,,9430,,travis,travisswanson,swanson,9999999,nfl,ed6cf80a-b7d1-4a99-8a29-63b5c620bcd4,,Inactive,,312,27604,5
5882,True,22,,,1997-12-22,,Washington,1,SS,4039007,20919,['DB'],Taylor,Taylor Rapp, 00-0035663,#TaylorRapp-NFL-LAR-24,"6'0""",,,,,,Rapp,1577054702164,24,5882,SS,,,13507,14078,taylor,taylorrapp,rapp,1484,nfl,1cccc54a-c168-4359-bfbc-30556db0ca73,,Active,LAR,208,31893,0
6748,True,23,,,1996-10-15,,South Carolina,,,3126478,21665,['LB'],Bryson,Bryson Allen-Williams,,#BrysonAllenWilliams-NFL-FA-48,"6'1""",,,,,,Allen-Williams,,48,6748,OLB,,,13837,,bryson,brysonallenwilliams,allenwilliams,9999999,nfl,b3768244-a2ee-4ab8-9c2e-4e83ac020821,,Inactive,,228,32654,0
5286,True,25,,,1994-08-21,,None,,,3046412,20368,['QB'],Austin,Austin Allen,00-0034608,#AustinAllen-NFL-FA-8,"6'0""",,,,,,Allen,1535652631382,8,5286,QB,,,12913,,austin,austinallen,allen,9999999,nfl,b8a2180f-a864-4358-ae73-c1ce006a4a7a,744416,Inactive,,210,31252,1
3053,False,26,,,1992-02-18,,Miami,3,LG,,17768,['OL'],Shane,Shane McDermott,,#ShaneMcDermott-NFL-FA-64,"6'4""",,,,,,McDermott,,64,3053,G,,,10760,,shane,shanemcdermott,mcdermott,9999999,nfl,4cad9de4-4819-4191-b97e-66d2ecc0099b,,Inactive,,300,,1
3240,True,26,,,1993-09-22,,Boise State,1,SS,2573317,18001,['DB'],Darian,Darian Thompson,00-0033083,#DarianThompson-NFL-DAL-23,"6'2""",,,,,,Thompson,1575491107104,23,3240,SS,,,10957,11336,darian,darianthompson,thompson,9999999,nfl,3ec4f630-592c-4848-a76c-c30ecc090ecb,590936,Active,DAL,208,29305,3
5871,True,22,,,1997-08-20,,Boston College,,,3915282,20738,['DL'],Zach,Zach Allen, 00-0035248,#ZachAllen-NFL-ARI-97,"6'4""",,Neck,Allen is on the injured reserve list due to a neck injury.,2019-12-02,IR,Allen,1573672264075,97,5871,DE,,,13742,,zach,zachallen,allen,1578,nfl,f68685e7-9904-47bc-b39a-e1c813435385,,Injured Reserve,ARI,281,31897,0
3168,True,24,,,1995-02-14,,Penn State,,,3057986,17927,['QB'],Christian,Christian Hackenberg,00-0032953,#ChristianHackenberg-NFL-FA-5,"6'4""",,,,,,Hackenberg,1551191462178,5,3168,QB,,,10733,11297,christian,christianhackenberg,hackenberg,9999999,nfl,8f924766-111c-4cf2-a13b-2221e1013909,748555,Inactive,,223,29284,3
5352,True,24,,,1994-04-19,,None,,,3045357,20404,['RB'],Ryan,Ryan Green,,#RyanGreen-NFL-FA-7,"5'10""",,,,,,Green,,7,5352,RB,,,,,ryan,ryangreen,green,9999999,nfl,,,Inactive,,204,,0
5174,True,23,,,1996-05-10,,None,,,3128268,20155,['LB'],Tegray,Tegray Scales,00-0034121,#TegrayScales-NFL-FA-46,"6'0""",,,,,,Scales,,46,5174,ILB,,,12704,,tegray,tegrayscales,scales,9999999,nfl,80637f09-673d-45fe-b874-bdb1a9c20ee6,838212,Inactive,,230,31410,1
6329,True,24,,,1995-08-21,,LSU,,,3115371,21235,['DB'],John,John Battle,,#JohnBattle-NFL-TB-32,"6'0""",,,,,,Battle,,32,6329,SS,,,13841,,john,johnbattle,battle,1909,nfl,051ccf4e-e2b9-474b-b0c1-d5f6c0aebb63,,Practice Squad,TB,200,32521,0
1608,True,31,,,1988-11-25,,California - PA,,,16206,15280,['DB'],Rontez,Rontez Miles,00-0030170,#RontezMiles-NFL-NYJ-45,"6'0""",,Neck,Miles has been sent to the injured reserve list with injuries to his neck and hip.,2019-11-06,Out,Miles,1573099221348,45,1608,SS,,,9194,,rontez,rontezmiles,miles,1360,nfl,2592f1d6-3cc5-4e32-b6fb-18ad517be491,401167,Active,NYJ,203,26989,6
6314,True,22,,,1997-04-13,,Buffalo,,,3916577,21216,['DB'],Cameron,Cameron Lewis, 00-0035357,#CameronLewis-NFL-BUF-47,"5'9""",,,,,,Lewis,1567121146291,47,6314,CB,,,14253,,cameron,cameronlewis,lewis,1907,nfl,d5dee97b-aa96-4fa6-868f-b6dc1f66245c,,Practice Squad,BUF,186,32416,0
4793,True,26,,,1993-10-26,,Northern Arizona,,,,19703,['DL'],Peli,Peli Anau,00-0034012,#PeliAnau-NFL-FA-63,"6'3""",,,,,,Anau,1526343301574,63,4793,DE,,,12329,,peli,pelianau,anau,9999999,nfl,7c71541b-048b-43de-8b27-1c9cfd43f0c0,,Inactive,,250,30917,2
5079,True,23,,,1996-06-26,,None,2,NB,3042785,19968,['DB'],Darius,Darius Phillips,00-0034683,#DariusPhillips-NFL-CIN-24,"5'10""",,,,,Questionable,Phillips,1575914437855,24,5079,CB,,,12774,,darius,dariusphillips,phillips,1704,nfl,12178d3d-49d3-4cb4-88b9-cc8f044bb684,,Active,CIN,193,31140,1
1041,True,30,,,1988-10-16,,LSU,1,NB,15008,13757,['DB'],Ron,Ron Brooks,,#RonBrooks-NFL-FA-33,"5'10""",,,,,Out,Brooks,,33,1041,CB,,,8273,,ron,ronbrooks,brooks,9999999,nfl,41db5056-d8e4-4da0-9c05-037adab1d502,381630,Inactive,,188,25834,7
4500,True,26,,,1993-11-22,,New Hampshire,,,2969125,19372,['OL'],Andrew,Andrew Lauderdale,00-0033500,#AndrewLauderdale-NFL-FA-64,"6'6""",,,,,,Lauderdale,1565569235763,64,4500,OT,,,12284,,andrew,andrewlauderdale,lauderdale,9999999,nfl,eebb987d-dbe0-4d3a-95a4-33144c6bb53a,,Practice Squad,,296,30413,2
2828,False,25,,,1992-07-28,,Oregon,,,2516980,17296,['DB'],Erick,Erick Dargan,,#ErickDargan-NFL-FA-42,"5'11""",,,,,,Dargan,,42,2828,S,,,,,erick,erickdargan,dargan,9999999,nfl,99a282a5-4d3c-499f-95ea-6811f3e28921,,Inactive,,211,,0
960,False,29,,,1988-08-31,,USC,,,14103,13352,['LB'],Allen,Allen Bradford,,#AllenBradford-NFL-FA-53,"5'11""",,,,,,Bradford,,53,960,ILB,,,,,allen,allenbradford,bradford,9999999,nfl,4050e4f0-4281-4d43-9b7c-738f48fb7788,,Inactive,,235,24974,4
5137,True,24,,,1995-09-05,,None,2,RWR,3122899,20077,['WR'],Richie,Richie James,00-0034286,#RichieJames-NFL-SF-13,"5'10""",,,,,,James,1577059204621,13,5137,WR,,,12579,,richie,richiejames,james,462,nfl,4aae1781-1eec-48c0-b41f-e4fee61c3c32,822644,Active,SF,183,31210,1
6382,True,23,,,1996-07-13,,Miami,,,3115929,21313,['DL'],Tito,Tito Odenigbo,,#TitoOdenigbo-NFL-FA-60,"6'3""",,,,,,Odenigbo,,60,6382,DT,,,14156,,tito,titoodenigbo,odenigbo,9999999,nfl,b88049ec-946f-4723-bc82-ce5803c652be,,Inactive,,300,32146,0
514,False,31,,,1987-08-19,,Alabama,3,DE,13351,10971,['DL'],Brandon,Brandon Deaderick,,#BrandonDeaderick-NFL-FA-98,"6'4""",,,,,,Deaderick,,98,514,DE,,,6823,,brandon,brandondeaderick,deaderick,9999999,nfl,d6c17683-c409-4f05-aedc-e46a7073046d,,Inactive,,305,24223,6
3370,True,25,,,1994-02-22,,TCU,1,C,2971563,18131,['OL'],Joey,Joey Hunt,00-0032443,#JoeyHunt-NFL-SEA-53,"6'2""",,,,,,Hunt,1573350357923,53,3370,C,,,11235,,joey,joeyhunt,hunt,9999999,nfl,30e8767e-a208-494d-b684-4f1905e0ac10,,Active,SEA,290,29449,3
1194,True,29,,,1990-03-30,,Iowa State,,,15398,14381,['DB'],Leonard,Leonard Johnson,00-0029087,#LeonardJohnson-NFL-FA-27,"5'10""",,,,,,Johnson,1546137029440,27,1194,CB,,,8170,,leonard,leonardjohnson,johnson,9999999,nfl,2023386f-584e-4cd3-b4e6-491cda3fee31,462232,Inactive,,202,26043,7
1825,True,27,,,1992-11-28,,LSU,1,LWR,16790,16020,['WR'],Jarvis,Jarvis Landry,00-0031382,#JarvisLandry-NFL-CLE-80,"5'11""",,,,,,Landry,1577121610086,80,1825,WR,,,9454,9405,jarvis,jarvislandry,landry,76,nfl,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,589991,Active,CLE,205,27591,5
988,True,31,,,1988-09-21,,Stanford,5,RWR,14221,13460,['WR'],Doug,Doug Baldwin,00-0028434,#DougBaldwin-NFL-FA-89,"5'10""",,,,,NA,Baldwin,1557721207964,89,988,WR,,,7963,6825,doug,dougbaldwin,baldwin,667,nfl,e1b29179-074b-4c91-8797-763b76ac618a,399777,Inactive,,189,25105,8
3983,False,,,,,,,,,,18818,,Dave,Dave Toub,,#DaveToub-NFL-FA-0,,,,,,,Toub,,0,3983,,,,,12136,dave,davetoub,toub,9999999,nfl,,,Inactive,,,,0
5309,True,24,,,1994-10-26,,None,3,RG,3128752,20058,['OL'],Rod,Rod Taylor,00-0034441,#RodTaylor-NFL-CIN-64,"6'3""",,,,,IR,Taylor,1571280056791,64,5309,G,,,12939,,rod,rodtaylor,taylor,9999999,nfl,29f9a81f-f31f-4ace-80b2-cf5270c96611,,Active,CIN,320,31222,1
5900,True,22,,,1997-03-14,,Penn State,,,3929648,20879,['DL'],Shareef,Shareef Miller, 00-0035267,#ShareefMiller-NFL-PHI-51,"6'4""",,,,,,Miller,,51,5900,DE,,,13499,,shareef,shareefmiller,miller,1403,nfl,26d3edb9-e572-4272-835a-21b63200ea64,,Active,PHI,254,31970,0
3362,True,26,,,1993-04-23,,Louisiana Tech,4,QB,2574630,18123,['QB'],Jeff,Jeff Driskel,00-0032436,#JeffDriskel-NFL-DET-2,"6'4""",,Hamstring,Driskel is on injured reserve with a hamstring injury.,2019-11-30,IR,Driskel,1575150010622,2,3362,QB,,,11026,11340,jeff,jeffdriskel,driskel,495,nfl,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,592538,Injured Reserve,DET,234,29441,3
5863,True,22,,,1996-12-31,,Stanford,1,RWR,3931397,20742,['WR'],JJ,JJ Arcega-Whiteside, 00-0035246,#JJArcegaWhiteside-NFL-PHI-19,"6'2""",,Foot,Arcega-Whiteside was forced from the last game with a foot injury. It is up in the air if he will be in the lineup against the Giants during Week 17.,2019-12-22,Probable,Arcega-Whiteside,1577122806247,19,5863,WR,,,13529,13976,jj,jjarcegawhiteside,arcegawhiteside,259,nfl,0cc1a941-1a6d-4a4a-8c7c-88157165c126,884921,Active,PHI,225,31889,0
5647,True,23,,,1996-01-06,,None,1,DB,3116166,20339,['DB'],Grant,Grant Haley,00-0034502,#GrantHaley-NFL-NYG-34,"5'9""",,,,,,Haley,1572299706561,34,5647,DB,,,12675,,grant,granthaley,haley,863,nfl,66dbd211-6835-4c06-9e4d-9f74cffac250,,Active,NYG,190,31555,1
5305,True,24,,,1995-04-01,,None,,,3116667,20029,"['LB', 'DL']",Trevon,Trevon Young,00-0034811,#TrevonYoung-NFL-CLE-49,"6'4""",,,,,,Young,1569373243250,49,5305,OLB,,,12962,,trevon,trevonyoung,young,9999999,nfl,36b878c8-7d53-4e90-8403-6f67fa911a2e,820896,Practice Squad,CLE,258,31175,1
1991,True,28,,,1991-02-02,,Oregon State,,,17240,16262,['DB'],Rashaad,Rashaad Reynolds,,#RashaadReynolds-NFL-FA-43,"5'10""",,,,,Out,Reynolds,,43,1991,CB,,,9667,,rashaad,rashaadreynolds,reynolds,9999999,nfl,d4d12579-5cb3-4d50-98a1-11fce2dee8f6,,Inactive,,189,27879,5
4875,False,,,,,,,,,,19776,,James,James Bettcher,,#JamesBettcher-NFL-FA-0,,,,,,,Bettcher,,0,4875,,,,,10351,james,jamesbettcher,bettcher,9999999,nfl,,,Inactive,,,,0
527,True,33,,,1985-06-29,,BYU,,,13231,11017,['TE'],Dennis,Dennis Pitta,,#DennisPitta-NFL-FA-88,"6'4""",,,,,,Pitta,,88,527,TE,,,6533,5837,dennis,dennispitta,pitta,9999999,nfl,e2577abf-7f24-4987-89f5-51676c39c2f6,246928,Inactive,,245,24089,9
337,False,32,,,1985-09-15,,Clemson,2,SILB,12645,8321,['LB'],Chris,Chris Clemons,,#ChrisClemons-NFL-FA-29,"6'1""",,,,,,Clemons,,29,337,ILB,,,6330,,chris,chrisclemons,clemons,9999999,nfl,05cdefdb-1055-420e-a94b-e3ed364719e1,,Inactive,,214,9429,8
6033,True,23,,,1996-08-24,,Alabama,2,DT,4241451,21049,['DL'],Isaiah,Isaiah Buggs, 00-0035219,#IsaiahBuggs-NFL-PIT-96,"6'3""",,,,,,Buggs,,96,6033,DT,,,13755,,isaiah,isaiahbuggs,buggs,891,nfl,5ec1f072-8ce0-449d-bbc0-5e8160836007,,Active,PIT,306,32024,0
1492,True,27,,,1992-01-01,,Ohio State,1,RDT,15841,15090,['DL'],Johnathan,Johnathan Hankins, 00-0030063,#JohnathanHankins-NFL-OAK-90,"6'3""",,,,,,Hankins,1572407135030,90,1492,DT,,,8669,8433,johnathan,johnathanhankins,hankins,962,nfl,9d53adf2-4c3f-48a4-b7f8-6bb7f207c1f8,553681,Active,OAK,320,26672,6
640,False,30,,,1987-12-28,,USC,,,13414,11603,['TE'],Anthony,Anthony McCoy,,#AnthonyMcCoy-NFL-FA-85,"6'4""",,,,,,McCoy,,85,640,TE,,,6531,,anthony,anthonymccoy,mccoy,9999999,nfl,ab0c4c63-df42-4825-8921-3fd1a842c3df,322836,Inactive,,259,24161,6
1954,True,27,,,1991-07-31,,Notre Dame,3,DT,16806,16208,['DL'],Louis,Louis Nix III,,#LouisNixIII-NFL-FA-74,"6'2""",,,,,,Nix III,,74,1954,DT,,,9252,,louis,louisnixiii,nixiii,9999999,nfl,3b25039e-8631-4b9f-b4ec-dd185e164480,,Inactive,,331,27611,3
937,False,30,,,1989-01-03,,Iowa,,,,13256,['DL'],Christian,Christian Ballard,,#ChristianBallard-NFL-FA-99,"6'4""",,,,,,Ballard,,99,937,DT,,,,11231,christian,christianballard,ballard,9999999,nfl,,,Inactive,,283,,8
3066,False,,,,,,,,,,17806,,Rob,Rob Chudzinski,,#RobChudzinski-NFL-FA-0,,,,,,,Chudzinski,,0,3066,,,,,8342,rob,robchudzinski,chudzinski,9999999,nfl,,,Inactive,,,,
4280,True,28,,,1991-06-28,,Southern Cal,,,3052515,19126,['DL'],Stevie,Stevie Tu'ikolovatu,00-0033971,#StevieTuikolovatu-NFL-FA-96,"6'1""",,,,,,Tu'ikolovatu,1565210436497,96,4280,NT,,,12215,,stevie,stevietuikolovatu,tuikolovatu,1894,nfl,d75903d3-b3c5-405d-a99b-d625bb063d82,733270,Inactive,,350,30336,2
208,True,40,,,1979-07-04,,Sam Houston State,2,QB,3609,5282,['QB'],Josh,Josh McCown,00-0021206,#JoshMcCown-NFL-PHI-18,"6'4""",,,,,,McCown,1566921008941,18,208,QB,,,2513,2090,josh,joshmccown,mccown,1970,nfl,a261fd0a-b096-4db7-bd51-2f13bde485da,81059,Active,PHI,215,5967,17
6754,True,,,,,,No College,3,K,,21673,['K'],Josh,Josh Gable,,#JoshGable-NFL-FA-0,,,,,,,Gable,,0,6754,K,,,,,josh,joshgable,gable,9999999,nfl,ccb22507-fd47-4ab1-a379-6dea4d510ad4,,Inactive,,,,0
523,False,30,,,1988-04-16,,USC,,,13209,10999,['RB'],Joe,Joe McKnight,,#JoeMcKnight-NFL-FA-30,"5'11""",,,,,,McKnight,,30,523,RB,,,,,joe,joemcknight,mcknight,9999999,nfl,143e26d7-daaf-4d4f-a3b4-efb897338e53,,Inactive,,205,,4
4696,True,25,,,1994-12-30,,Maryland,4,RB,2970090,19599,"['TE', 'RB']",Trey,Trey Edmunds,00-0033838,#TreyEdmunds-NFL-PIT-33,"6'2""",,,,,,Edmunds,1575868836211,33,4696,RB,,,12433,12935,trey,treyedmunds,edmunds,362,nfl,9b4e4d1d-ad88-4c10-b1c0-b9116755c184,691645,Active,PIT,227,30850,2
110,True,35,,,1984-01-28,,Memphis,2,K,9704,2982,['K'],Stephen,Stephen Gostkowski,00-0024333,#StephenGostkowski-NFL-NE-3,"6'1""",,Hip,Gostkowski is on injured reserve due to left hip surgery.,2019-10-03,IR,Gostkowski,1570123826717,3,110,K,,,4932,3937,stephen,stephengostkowski,gostkowski,154,nfl,a527b7db-0b52-4379-9e4c-2e08c1fe1bed,177862,Injured Reserve,NE,215,7867,13
5313,True,23,,,1996-01-04,,None,2,RG,3116739,19938,['OL'],Will,Will Richardson,00-0034380,#WillRichardson-NFL-JAX-76,"6'6""",,,,,,Richardson,1567806622141,76,5313,G,,,12635,,will,willrichardson,richardson,9999999,nfl,ca8b966f-3c0b-4219-a28d-0c020c365ff4,,Active,JAX,306,31099,1
4093,True,25,,,1994-03-08,,Florida,1,FS,2980110,18939,['DB'],Marcus,Marcus Maye,00-0033892,#MarcusMaye-NFL-NYJ-20,"6'0""",,,,,,Maye,1566173436472,20,4093,FS,,,12001,,marcus,marcusmaye,maye,1223,nfl,dfbbaf35-08d6-4f58-8577-c2e53a492454,,Active,NYJ,212,30152,2
4271,True,24,,,1995-04-22,,Notre Dame,2,LDE,3052894,19117,['DL'],Isaac,Isaac Rochell,00-0033588,#IsaacRochell-NFL-LAC-98,"6'4""",,,,,,Rochell,1569871522920,98,4271,DE,,,11939,,isaac,isaacrochell,rochell,904,nfl,f89332c7-decb-438a-bf7c-220d6c28e098,,Active,LAC,282,30338,2
6322,True,25,,,1994-02-02,,UAB,,,4239830,21226,['WR'],Xavier,Xavier Ubosi,,#XavierUbosi-NFL-FA-89,"6'3""",,,,,,Ubosi,1564358416945,89,6322,WR,,,13593,,xavier,xavierubosi,ubosi,9999999,nfl,93f30885-c363-491d-aac5-66981387ddd2,978262,Inactive,,209,32388,0
3382,True,25,,,1994-03-19,,Vanderbilt,2,LDE,2972362,18143,['DL'],Stephen,Stephen Weatherly,00-0032448,#StephenWeatherly-NFL-MIN-91,"6'4""",,,,,,Weatherly,1573430448089,91,3382,DE,,,10894,,stephen,stephenweatherly,weatherly,1425,nfl,6ef5045f-9215-4354-a1af-3f86e4c4a03d,,Active,MIN,267,29461,3
4336,True,26,,,1993-08-31,,West Virginia,,,2978879,19192,['DL'],Christian,Christian Brown,,#ChristianBrown-NFL-FA-64,"6'2""",,,,,Out,Brown,,64,4336,DE,,,12065,,christian,christianbrown,brown,9999999,nfl,6805d38b-9398-4fcd-a582-57b146e97328,,Inactive,,296,30384,2
818,True,31,,,1988-10-04,,Louisville,3,RB,14129,12800,['RB'],Bilal,Bilal Powell,00-0028064,#BilalPowell-NFL-NYJ-29,"5'10""",,,,,Questionable,Powell,1577069403507,29,818,RB,,,7367,6594,bilal,bilalpowell,powell,211,nfl,4a38cda2-e92f-47f8-b324-0c34e09d83f2,403060,Active,NYJ,204,24913,8
6596,True,,,,,,Baylor,6,QB,3116715,21563,['QB'],Jalan,Jalan McClendon,,#JalanMcClendon-NFL-FA-2,"6'4""",,,,,,McClendon,1565709650531,2,6596,QB,,,13596,,jalan,jalanmcclendon,mcclendon,9999999,nfl,f54f3a6d-6a42-46ca-9b1f-7567f3e1288a,832110,Inactive,,215,32584,0
3766,True,26,,,1993-04-19,,Oklahoma State,,,2578305,18578,['DB'],Michael,Michael Hunter,00-0032643,#MichaelHunter-NFL-FA-25,"6'0""",,,,,,Hunter,1567826124015,25,3766,CB,,,11529,,michael,michaelhunter,hunter,9999999,nfl,1413a204-0c2e-40d4-b1fe-15ada63dfb4a,,Inactive,,186,29848,3
5246,True,,,,,,None,8,TE,3042888,20229,['TE'],Jake,Jake Roh,,#JakeRoh-NFL-FA-48,"6'3""",,,,,,Roh,,48,5246,TE,,,13081,,jake,jakeroh,roh,1019,nfl,57793947-fce1-49a5-997a-10ed6ce5baff,728838,Inactive,,237,31345,1
5884,True,23,,,1996-12-15,,NC State,1,SWR,4036163,20789,['WR'],Kelvin,Kelvin Harmon, 00-0035297,#KelvinHarmon-NFL-WAS-13,"6'2""",,,,,,Harmon,1577125206719,13,5884,WR,,,13428,13943,kelvin,kelvinharmon,harmon,280,nfl,d3cc6f89-56d8-45e9-87f0-3a1a56f97bc6,920809,Active,WAS,221,32038,0
3381,True,26,,,1993-09-19,,Central Arkansas,,,2567970,18142,['DL'],Jonathan,Jonathan Woodard,00-0032800,#JonathanWoodard-NFL-MIA-76,"6'5""",,Undisclosed,Woodard has reverted to injured reserve after clearing waivers with an unspecified injury.,2019-09-01,Out,Woodard,1565797806352,76,3381,DE,,,11241,,jonathan,jonathanwoodard,woodard,1056,nfl,e93e7aee-b38f-43d1-ab96-6eeb7c6f1392,,Active,MIA,266,29460,3
1519,True,28,,,1991-06-18,,Kentucky,1,RG,15870,15128,['OL'],Larry,Larry Warford,00-0030065,#LarryWarford-NFL-NO-67,"6'3""",,Knee,"Warford was held out of the previous game with a left knee injury, and it is undetermined if he will be available against the Panthers during Week 17.",2019-12-22,Out,Warford,1576886750544,67,1519,G,,,8703,8420,larry,larrywarford,warford,9999999,nfl,d54a562d-0571-4960-a903-6e98415ead6a,,Active,NO,333,26688,6
1256,False,27,,,1989-11-01,,Missouri,,,14903,14641,['TE'],Michael,Michael Egnew,,#MichaelEgnew-NFL-FA-84,"6'5""",,,,,,Egnew,,84,1256,TE,,,,,michael,michaelegnew,egnew,9999999,nfl,11f099aa-48e9-4f78-a3cc-e0d2730a3872,463433,Inactive,,255,,3
2901,False,,,,,,,,,,17369,,Malcome,Malcome Kennedy,,#MalcomeKennedy-NFL-FA-0,,,,,,,Kennedy,,0,2901,,,,,,malcome,malcomekennedy,kennedy,9999999,nfl,26fede95-1c57-4312-9fdb-dcc94a6412c4,556533,Inactive,,,,
6425,True,23,,,1996-04-07,,UAB,3,RG,4239813,21408,['OL'],Justice,Justice Powers,,#JusticePowers-NFL-FA-57,"6'2""",,,,,,Powers,,57,6425,G,,,14052,,justice,justicepowers,powers,9999999,nfl,e394ceed-c6a1-44c7-a80a-a8d2cd12d088,,Inactive,,284,32177,0
3005,True,27,,,1992-01-23,,Mississippi,,,3042645,17538,['DL'],Lavon,Lavon Hooks,00-0031832,#LavonHooks-NFL-PIT-95,"6'3""",,Achilles,Hooks is on the injured reserve list due to an Achilles injury.,2019-09-01,Out,Hooks,1566693659045,95,3005,DT,,,10870,,lavon,lavonhooks,hooks,9999999,nfl,af52bc9b-b734-43a8-af8d-daad398db79e,,Practice Squad,PIT,310,28928,4
2457,True,27,,,1992-09-23,,Fresno State,1,LDT,2517230,16914,['DL'],Tyeler,Tyeler Davison,00-0031947,#TyelerDavison-NFL-ATL-96,"6'2""",,,,,,Davison,1572322508403,96,2457,DT,,,10325,,tyeler,tyelerdavison,davison,1450,nfl,be07b323-a23c-4589-9fe0-29ae6a537de9,562339,Active,ATL,316,28542,4
1199,False,28,,,1989-09-27,,Duke,2,RES,15147,14403,['DB'],Matt,Matt Daniels,,#MattDaniels-NFL-FA-30,"6'1""",,,,,,Daniels,,30,1199,CB,,,8524,,matt,mattdaniels,daniels,9999999,nfl,274e943a-b4bd-469b-8fba-f4d24202931a,,Inactive,,211,26345,2
1716,True,29,,,1990-10-18,,UCLA,,,15351,15631,['RB'],Derrick,Derrick Coleman,00-0029068,#DerrickColeman-NFL-FA-32,"6'0""",,,,,,Coleman,1526067001449,32,1716,FB,,,8247,,derrick,derrickcoleman,coleman,9999999,nfl,e0a63251-5428-43a1-88c1-c000215ac5ce,461705,Inactive,,233,26299,7
5108,True,25,,,1994-12-28,,null,12,QB,3052061,20004,['QB'],Luke,Luke Falk,00-0034412,#LukeFalk-NFL-FA-8,"6'4""",,,,,,Falk,1570899936186,8,5108,QB,,,12770,13215,luke,lukefalk,falk,651,nfl,b88e39e6-3247-4f85-9909-c18d373eaeee,749541,Inactive,,215,31169,1
4382,True,26,,,1993-10-21,,Bowling Green,,,2972118,19239,['DL'],Izaah,Izaah Lunsford,00-0033358,#IzaahLunsford-NFL-FA-66,"6'3""",,,,,,Lunsford,,66,4382,DE,,,12595,,izaah,izaahlunsford,lunsford,9999999,nfl,73cf139b-927e-43e0-9e4d-6f48cff0ab9d,,Inactive,,308,30615,2
